question_category,number,question_type,question,answer,law_or_source,article_or_section,election
ElectionGeneral,187,Open-ended,ကြားဖြတ်ရွေးကောက်ပွဲဆိုသည်မှာအဘယ်နည်း။,မြန်မာနိုင်ငံရှိဥပဒေပြု လွှတ်တော်(၃)ရပ်တွင်ရွေးကောက်ပွဲကြီးပြီးနောက်လစ်လပ်သွားသောနေရာများအတွက် ကြားဖြတ်ရွေးကောက်ပွဲများကျင်းပကာကိုယ်စားလှယ်များပြန်လည်ရွေးကောက်တင်မြှောက်ရခြင်းဖြစ်သည်။ ၂၀၁၆ခုနှစ် သြဂုတ်လနှောင်းပိုင်းတွင် လွှတ်တော်(၃)ရပ်အတွင်းလစ်လပ်နေရာစုစုပေါင်း(၁၉)နေရာရှိခဲ့သည်။ ထိုသို့ လစ်လပ်နေရာများဖြစ်လာရခြင်းအကြောင်းအရင်းများမှာ၂၀၁၅ခုနှစ် ရွေးကောက်ပွဲအတွင်းရွေးကောက်တင် မြှောက်ခံခဲ့ရသောလွှတ်တော်ကိုယ်စားလှယ်များမှ အချို့သည်အုပ်ချုပ်ရေးမဏ္ဍိုင်တွင် တာဝန်ခန့်အပ်ခံရခြင်းနှင့် အချို့မှာကွယ်လွန်သွားခြင်းတို့ကြောင့်ဖြစ်သည်။ ထို့အပြင်၂၀၁၅ရွေးကောက်ပွဲအတွင်းလုံခြုံရေးအခြေအနေအရရွေးကောက်ပွဲမကျင်းပနိုင်ခဲ့သောရှမ်းပြည်နယ်ရှိမိုင်းရှုးမြို့နယ် နှင့် ကျေးသီးမြို့နယ်တို့တွင် ကြားဖြတ်ရွေးကောက်ပွဲမှတစ်ဆင့် ကိုယ်စားလှယ်များကိုရွေးကောက်တင်မြှောက်သွားမည်ဖြစ်သည်။ ,,,2017ByElection
ElectionGeneral,188,Open-ended,ကြားဖြတ်ရွေးကောက်ပွဲကိုမည်သည့်အချိန်တွင်ကျင်းပသနည်း။,ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင်၏ကြေညာချက်အရ ကြားဖြတ်ရွေးကောက်ပွဲကို၂၀၁၇ခုနှစ် ဧပြီလ(၁)ရက်နေ့တွင်ကျင်းပပြုလုပ်သွားမည်ဖြစ်ပါသည်။,,,2017ByElection
ElectionGeneral,189,Open-ended,ကြားဖြတ်ရွေးကောက်ပွဲကိုမည်သည့်နေရာဒေသများတွင်ကျင်းပမည်နည်း။,စုစုပေါင်းလစ်လပ်သောနေရာ(၁၉)နေရာကိုတိုင်းဒေသကြီး/ပြည်နယ်(၈)ခုမှ (၂၂)မြို့နယ်တွင်ကျင်းပသွားမည်ဖြစ်သည်။ကြားဖြတ်ရွေးကောက်ပွဲကျင်းပမည့်လွှတ်တော်အလိုက်လစ်လပ်သောနေရာအရေအတွက်မှာပြည်သူ့လွှတ်တော်၌ (၉)နေရာ၊ အမျိုးသားလွှတ်တော်၌ (၃)နေရာ၊ တိုင်းဒေသကြီးလွှတ်တော်၌ (၇)ေေနေရာရှိပါသည်။ ကြားဖြတ်ရွေးကောက်ပွဲကျင်းပမည့်နေရာဒေသများကိုအောက်ဖော်ပြပါဇယားကွက်တွင် ကြည့်ရှု နိုင်ပါသည်။,,,2017ByElection
ElectionGeneral,190,Open-ended,မည်သည့်အကြောင်းအရင်းကြောင့်ကြားဖြတ်ရွေးကောက်ပွဲကိုတစ်ချို့နေရာတွေမှာကျင်းပပြီး၊ တစ်ချို့နေရာတွေမှာမကျင်းပသနည်း။,ကြားဖြတ်ရွေးကောက်ပွဲဆိုသည်မှာလစ်လပ်သွားသောနေရာများကို ဖြည့်စွက်ရန်သာကျင်းပသောကြောင့်တစ်နိုင်ငံလုံးအတိုင်းအတာနှင့် ကျင်းပရန် မလိုအပ်ပေ။၂၀၁၅ခုနှစ်တွင်လုံခြုံရေးအခြေအနေအရရွေးကောက်ပွဲမကျင်းပနိုင်ခဲ့သောနေရာဒေသအကုန်လုံးတွင်လည်းကြားဖြတ်ရွေးကောက်ပွဲပြုလုပ်မည်မဟုတ်ဘဲ၊ ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင်မှကြေညာပြီးဖြစ်သည့်မိုင်းရှုးနှင့်ကျေးသီးမြို့များတွင်သာကျင်းပပြုလုပ်မည် ဖြစ်သည်။ကျန်နေရာဒေသများတွင်မူလုံခြုံရေးအရ ကြားဖြတ်ရွေးကောက်ပွဲများကျင်းပပြုလုပ်မည်မဟုတ်ပေ။,,,2017ByElection
ElectionGeneral,191,Yes/No,ကြားဖြတ်ရွေးကောက်ပွဲတွင်မည်သူမဆိုမဲပေးနိုင်ပါသလား။,ကြားဖြတ်ရွေးကောက်ပွဲတွင်မဲပေးမည့်သူများမှာ ကြားဖြတ်ရွေးကောက်ပွဲကျင်းပမည့်မိမိသက်ဆိုင်ရာမဲဆန္ဒနယ်၏မဲစာရင်းတွင် ပါဝင်သူ ဖြစ်ရပါမည်။ သတ်မှတ်ထားသောစည်းမျဉ်းများစံချိန်စံနှုန်းများနှင့်အညီမဲပေးခွင့်ရှိသူများသည်ယာယီဖြစ်စေ၊ အမြဲတမ်းဖြစ်စေမဲစာရင်းတွင်ပါဝင်ရန်တောင်းဆိုနိုင်သည်။မဲစာရင်းနှင့်ပတ်သတ်သောအမေးအဖြေများကိုမဲစာရင်းပြုစုခြင်းအမေးအဖြေကဏ္ဍတွင်ပိုမိုအသေးစိတ်လေ့လာနိုင်ပါသည်။,,,2017ByElection
ElectionGeneral,192,Open-ended,မည်သည့်နေရာတွင်မဲပေးရမည်နည်း။,ကြားဖြတ်ရွေးကောက်ပွဲကျင်းပမည့်မဲဆန္ဒနယ်များတွင်မဲရုံများဖွင့်လှစ်ထားရှိမည်ဖြစ်သည်။ မဲစာရင်းများကြေညာပြီးကပ်ထားချိန်တွင်လည်းထိုမဲစာရင်းတွင်မဲရုံများ၏တည်နေရာများပါရှိမည်ဖြစ်သည်။ မဲစာရင်းများကို ၂၀၁၇ခုနှစ်ဖေဖော်ဝါရီလ(၁)ရက်နေ့မှ (၁၄)ရက်နေ့အထိကပ်ထားကြေညာမည်ဖြစ်သည်။ မဲဆန္ဒရှင်များမှလည်း၎င်းတို့နှင့်သက်ဆိုင်သောမဲရုံ၏တည်နေရာများကိုရပ်/ကျေးရွေးကောက်ပွဲကော်မရှင်အဖွဲ့ခွဲများသို့ဆက်သွယ်မေးမြန်းနိုင်ပါသည်။ ,,,2017ByElection
ElectionGeneral,193,Yes/No,ကြားဖြတ်ရွေးကောက်ပွဲတွင် ကြိုတင်မဲပေးခြင်းများပါရှိပါသလား။,"ပါရှိပါသည်၊ မဲပေးပိုင်ခွင့်ရှိသူမဲဆန္ဒရှင်များအနေဖြင့်မိမိတို့၏သက်ဆိုင်ရာမဲဆန္ဒနယ်အတွင်း၌ဖြစ်စေ၊ မဲဆန္ဒနယ်ပြင်ပ၌ ဖြစ်စေကြိုတင်မဲပေးသည့်လုပ်ငန်းစဉ်များအတိုင်းမဲပေးနိုင်ပါသည်။ မဲဆန္ဒနယ်အတွင်းရှိကြိုတင်မဲပေးခြင်းများကိုရွေးကောက်ပွဲနေ့မတိုင်ခင်နှစ်ရက်ကြိုတင် မဲပေးနိုင်မည် ဖြစ်သည်။
မဲဆန္ဒနယ် ပြင်ပရောက်ကြိုတင်မဲပေးမည့်သူများမှာပုံစံ(၁၅)ဖြင့်စာရင်းပေးသွင်းရမည် ဖြစ်သည်။ပြီးနောက်မြို့နယ်ရွေးကောက်ပွဲကော်မရှင်မှစီစစ်ပြီး ကြိုတင်မဲလက်မှတ်ကိုစာအိတ်ထဲတွင်ထည့်၍သက်ဆိုင်ရာ ကြိုတင်မဲပေးမည့်နေရာသို့ပို့ဆောင်ပေးမည်ဖြစ်သည်။ ",,,2017ByElection
ElectionGeneral,194,Yes/No,ကြားဖြတ်ရွေးကောက်ပွဲတွင်မဲဆန္ဒရှင်များမှပေးသောနိုင်ငံပြင်ပရောက်မဲပေးခြင်းများပါရှိပါသလား။,ပါရှိပါသည်၊ ကြားဖြတ်ရွေးကောက်ပွဲကျင်းပမည့်မဲဆန္ဒနယ်မဲစာရင်းတွင်ပါရှိသောမဲဆန္ဒရှင်များသည် နိုင်ငံပြင်ပရောက်မဲပေးခြင်းလုပ်ငန်းစဉ်အတိုင်းမဲပေးခွင့်ရှိပါသည်။ မဲစာရင်းတွင်ပါရှိသောမဲဆန္ဒရှင်များသည် နိုင်ငံပြင်ပရောက်မဲပေးသူအနေဖြင့်နီးစပ်ရာ မြန်မာသံရုံးများတွင် နိုဝင်ဘာ(၁၅)ရက်နေ့မှ ဒီဇင်ဘာ(၅)ရက်နေ့အထိပုံစံ(၁၅)ကိုဖြည့်စွက်၍စာရင်းပေးရမည်ဖြစ်သည်။,,,2017ByElection
ElectionGeneral,195,Open-ended,မဲဆွယ်စည်းရုံးခြင်းကာလမှာမည်သည့်အချိန်တွင် စတင်ကာမည်မျှကြာမြင့်မည်နည်း။,မဲဆွယ်စည်းရုံးခြင်းကာလမှာရက်ပေါင်း(၆၀) ကြာမြင့်မည်ဖြစ်ပြီး၊ ၂၀၁၇ခုနှစ်ဇန်နဝါရီလ(၃၀)ရက်နေ့မှစတင်၍မတ်လ(၃၀)ရက်နေ့တွင်အဆုံးသတ်မည်ဖြစ်သည်။ ,,,2017ByElection
ElectionGeneral,196,Yes/No,မဲပေးခြင်းစနစ်များမှာတူညီပါသလား။,၂၀၁၇ခုနှစ် ကြားဖြတ်ရွေးကောက်ပွဲတွင်အသုံးပြုမည့်မဲပေးနည်းစနစ်များမှာ ၂၀၁၅ခုနှစ်ရွေးကောက်ပွဲအတွင်းအသုံးပြုခဲ့သည့် မဲပေးနည်းစနစ်များအတိုင်းပင် ဖြစ်သည်။ ,,,2017ByElection
ElectionGeneral,197,Open-ended,ရွေးကောက်ပွဲရလာဒ်များကိုမည်ကဲ့သို့ကြေငြာမည်နည်း။,မဲရုံများနှင့်မြို့နယ်ရွေးကောက်ပွဲကော်မရှင်ခွဲများမှမဲများကိုပေါင်းစည်းရေတွက်ပြီးနောက် အတည်ပြုကာ ပြည်နယ်နှင့်တိုင်းဒေသကြီးအဆင့်များတွင်ကြေညာသွားမည် ဖြစ်သည်။ ,,,2017ByElection
CampaignFinance,198,Open-ended,ရွေးကောက်ပွဲကုန်ကျစရိတ်နှင့်စပ်လျဉ်း၍ ကိုယ်စားလှယ်လောင်းများက မည်သည်တို့ကိုလိုက်နာရသလဲ?,ကိုယ်စားလှယ်လောင်းများ သို့မဟုတ် ၎င်းတို့၏ရွေးကောက်ပွဲကိုယ်စားလှယ်များသည် ငွေစာရင်း စာအုပ်များ ထားရှိရန်နှင့် ငွေစာရင်းရှင်းတမ်းများကို အစီရင်ခံတင်ပြရန် ဥပဒေအရ တာဝန်ရှိပါသည်။ (ပုံစံ - ၂၀၊နည်း - ၇၇),,,2017ByElection
CampaignFinance,199,Open-ended,ကိုယ်စားလှယ်လောင်းများ၏ငွေစာရင်းစာအုပ်များတွင် မည်သည့် အချက်အလက်များ ပါဝင်ရမှာလဲ?,ရွေးကောက်ပွဲကိုယ်စားလှယ်များသည် အောက်ဖော်ပြပါအချက်အလက်များပါဝင်သော ငွေစာရင်းစာအုပ်များကို စနစ်တကျ ပြုစုထိန်းသိမ်းရမည်။ ရွေးကောက်ပွဲနှင့်သက်ဆိုင်သောကုန်ကျစရိတ်များ၊ ကိုယ်စားလှယ်လောင်း၏ ကိုယ်ပိုင်အရင်း အမြစ်များ၊ ပြည်တွင်းတွင်ရှိသောမြန်မာနိုင်ငံသားများလှူဒါန်းသောငွေကြေး (သို့မဟုတ်) ငွေကြေးကဲ့သို့ တန်ဖိုး ရှိသော အရာများ၊ မြန်မာနိုင်ငံတွင် မှတ်ပုံတင်ထားသော ကုမ္ပဏီ (သို့မဟုတ်) ကုမ္ပဏီအစုအဖွဲ့များမှ လှူဒါန်းသော ငွေကြေး သို့မဟုတ် ငွေကြေးကဲ့သို့ တန်ဖိုးရှိသော အရာများ၊ ကိုယ်စားလှယ်လောင်းများ၏ နိုင်ငံရေးပါတီမှ လက်ခံရရှိသည့်ထောက်ပံ့မှုများ၊ ပေးချေရန်ကျန်ရှိသော ကြွေးမြီများ၊ လှူဒါန်းမှုအားလုံးအား တရားဝင် လက်ခံရရှိရမည်ဖြစ်ပါသည်။,,,2017ByElection
CampaignFinance,200,Open-ended,ကိုယ်စားလှယ်လောင်းများသည် မည်သည့်အချိန်မှစတင်၍ ငွေစာရင်းစာအုပ်များအားပြုစုထိန်းသိမ်းရမှာလဲ?,မဲဆွယ်စည်းရုံးရေးကာလအဖြစ် တရားဝင်ကြေငြာထားသည့်စက်တင်ဘာလ ၈ ရက်နေ့မှစတင်၍ ငွေစာရင်း စာအုပ်များပြုစုထိန်းသိမ်းခြင်းကို စတင်ဆောင်ရွက်ရမှာဖြစ်ပြီး အဆိုပါမဲဆွယ်စည်းရုံးရေးကာလမှာ ရက်ပေါင်း ၆၀ ကြာမြင့်မည်ဖြစ်သည်။,,,2017ByElection
CampaignFinance,201,Yes/No,ရွေးကောက်ပွဲကုန်ကျစရိတ်ဆိုင်ရာအစီရင်ခံစာများကို လွှတ်တော်ကိုယ်စားလှယ်လောင်းများက တင်ပြရပါ မည်လား?,တင်ပြရပါမည်။ ကိုယ်စားလှယ်လောင်းများ (သို့မဟုတ်)၎င်းတို့၏ရွေးကောက်ပွဲကိုယ်စားလှယ်များသည် ပုံစံ (၂၀) ကိုဖြည့်စွက်ပြီး မူရင်းတစ်စုံနှင့်မိတ္တူတစ်စုံအား သက်ဆိုင်ရာ ပြည်ထောင်စုနယ်မြေ ရွေးကောက်ပွဲ ကော်မရှင် အဖွဲ့ခွဲ၊ ကိုယ်ပိုင်အုပ်ချုပ်ခွင့်ရဒေသ ရွေးကောက်ပွဲကော်မရှင် အဖွဲ့ခွဲ၊ခရိုင်ရွေးကောက်ပွဲ ကော်မရှင်အဖွဲ့ခွဲများသို့ တင်ပြရန် လိုအပ်ပါသည်။ ရွေးကောက်တင်မြှောက်ခံရသည်ဖြစ်စေ ဤတာဝန်သည် ကိုယ်စားလှယ်လောင်များ အားလုံး အတွက်အကျုံးဝင်ပါသည်။,,,2017ByElection
CampaignFinance,202,Open-ended,ပုံစံ (၂၀) တွင်မည်သည့်အချက်အလက်များပါဝင်ရပါမည်လဲ?," ပုံစံ (၂၀) တွင် တည်းခိုနေထိုင်စရိတ်နှင့် ခရီးစရိတ်များ၊ ရုံးဝန်ထမ်းများ၊ စာရေးများနှင့် ရွေးကောက်ပွဲ ကိုယ်စားလှယ်များကို ပေးသောခရီးစရိတ်များနှင့် လစာငွေများ၊ ပုံနှိပ်ထုတ်ဝေခြင်းနှင့် ပုံနှိပ်ခြင်း ကုန်ကျစရိတ်များ၊ ကြော်ငြာစာရိတ်များ၊ စာရေးကိရိယာများနှင့် ရုံးသုံးပစ္စည်းကုန်ကျစရိတ်များ၊ ဆက်သွယ်ရေး ကုန်ကျစရိတ်များ၊ မဲဆွယ်စည်းရုံးပွဲ ကုန်ကျစရိတ်များ၊ မော်တော်ယာဉ်ငှားရမ်းခြင်းနှင့် အခြားသောရွေးကောက်ပွဲ နှင့် သက်ဆိုင်သည့်ကုန်ကျစရိတ်များ စသည်ဖြင့်ရွေးကောက်ပွဲဆိုင်ရာ အသုံးစရိတ်များနှင့် လှူဒါန်းမှုများကို အမျိုးအစားအလိုက် ခွဲခြားဖော်ပြထားသည့် စာရင်းပါရှိရပါမည်။ ထို့အပြင်ပုံစံ (၂၀) တွင် မြို့နယ်အဆင့် တရားသူကြီး သို့မဟုတ် ထို့ထက် အဆင့်မြင့်သော တရားသူကြီးရှေ့မှောက်တွင် ပြုလုပ်ထားသော ကိုယ်စား လှယ်လောင်း သို့မဟုတ် ရွေးကောက်ပွဲကိုယ်စားလှယ်၏ ကျမ်းကျိန်လွှာ ပူးတွဲ ပါရှိရပါမည်။
ကိုယ်စားလှယ်လောင်း သို့မဟုတ် ရွေးကောက်ပွဲကိုယ်စားလှယ်မှ လက်ခံရရှိသော လှူဒါန်းမှုအသီးသီးတွင် အောက်ပါ အချက်အလက်များပါရှိရပါမည်။ လှူဒါန်းသူ၏ အမည်နှင့် ရာထူး သို့မဟုတ် အလုပ်အကိုင် ၊ လက်ခံရရှိသော လှူဒါန်းငွေပမာဏ သို့မဟုတ် ခန့်မှန်းခြေတန်ဖိုး ၊ လှူဒါန်းမှုကို လက်ခံရရှိသည်နေ့စွဲ။ အသုံးစရိတ်အသီးသီးအတွက် အောက်ပါအချက်အလက်များပါရှိရပါမည်။ လက်ခံရရှိသူအမည်၊ အသုံးစရိတ်အကြောင်းအရာဖော်ပြချက်၊ သုံးစွဲရခြင်းအကြောင်းအရင်းဖော်ပြချက်၊ သုံးစွဲသည့်နေ့စွဲ၊ လက်ခံဖြတ်ပိုင်းနံပါတ်၊ ပေးချေသောငွေပမာဏ။ မြန်မာကျပ်ငွေ ၅၀ဝ ထက်ကျော်လွန်သော အသုံးစရိတ်များအတွက် လက်ခံဖြတ်ပိုင်းပူးတွဲပါရှိရပါမည်။ မြန်မာကျပ်ငွေ ၅၀ဝ ထက်လျော့နည်းသော အသုံးစရိတ်များအတွက် မူ သုံးစွဲသူကိုယ်တိုင် လက်မှတ်ထိုးထား သော စာရွက်ကို တင်ပြရပါမည်။ လက်ခံဖြတ်ပိုင်းအသီးသီးကို နေ့စွဲအလိုက်အမှတ်စဉ်တပ်၍ စီထားရပါမည်။",,,2017ByElection
CampaignFinance,203,Open-ended,ပုံစံ (၂၀) တင်သွင်းရန်သတ်မှတ်ထားသော နောက်ဆုံးအချိန်သည်မည်သည့် အချိန်ဖြစ်ပါသလဲ?,ပုံစံ (၂၀) ကို ယင်းမဲဆန္ဒနယ်အတွက် ရွေးကောက်ပွဲရလဒ်များကြေငြာသည့်နေ့မှရက် ၃၀ အတွင်း သက်ဆိုင်ရာ ကော်မရှင်အဖွဲ့ခွဲသို့တင်သွင်းရမည်ဖြစ်ပါသည်။,,,2017ByElection
CampaignFinance,204,Open-ended,ရွေးကောက်ပွဲကုန်ကျစရိတ်နှင့်စပ်လျဉ်း၍ ရွေးကောက်ပွဲကိုယ်စားလှယ်တစ်ဦး၏ တာဝန်များမှာ မည်သည်တို့ ဖြစ်ပါသလဲ?,ရွေးကောက်ပွဲ ကိုယ်စားလှယ်အသီးသီးသည် ကိုယ်စားလှယ်လောင်းကိုယ်စား ငွေစာရင်းစာအုပ်များ ပြုစု ထိန်းသိမ်းရန် (မေးခွန်း-၂ တွင်ကြည့်ပါ။)၊ ရွေးကောက်ပွဲအသုံးစရိတ်များကိုပေးချေရန်နှင့်ပုံစံ(၂၀) ကိုတင်ပြရန် (မေးခွန်း-၄ တွင်ကြည့်ပါ။) တာဝန်ရှိပါသည်။,,,2017ByElection
CampaignFinance,205,Yes/No,ကိုယ်စားလှယ်လောင်းများ၏ ရွေးကောက်ပွဲကုန်ကျစရိတ်များကို ပုံနှိပ်ထုတ်ဝေခြင်း (သို့မဟုတ်) အများ ပြည်သူသို့ ထုတ်ပြန်ကြေငြာခြင်းများ ပြုလုပ်ရမည်လား?,လုပ်ရပါမည်။ ရွေးကောက်ပွဲကုန်ကျစရိတ်များ (ပုံစံ-၂၀) အားကိုယ်စားလှယ်လောင်းများမှ တင်သွင်းပြီး ၂ရက်အတွင်း သက်ဆိုင်ရာရွေးကောက်ပွဲကော်မရှင်အဖွဲ့ခွဲသည် အဆိုပါ ပုံစံ-၂၀ များအားအများ ပြည်သူကြည့်ရှု စစ်ဆေးနိုင်ရန် ၎င်းတို့၏ရုံး၌ ကြေညာစာဖြင့်ကပ်ထားကြေညာမည်ဖြစ်ပါသည်။ အဆိုပါကပ်ထားကြေညာသည့် ပုံစံ-၂၀ များအား မည်သူမဆို အခမဲ့ကြည့်ရှုနိုင်သည်။ မည်သည့်မဲဆန္ဒရှင်မဆို ယင်းရွေးကောက်ပွဲကုန်ကျစရိတ် မိတ္တူကို ကူးယူလိုပါက တစ်မျက်နှာလျှင် ၁၀ဝ၀ ကျပ်နှုန်းဖြင့်ရယူနိုင်ပါသည်။,,,2017ByElection
CampaignFinance,206,Open-ended,ပုံစံ(၂၀) ကို တင်သွင်းပြီးလျှင် ဘာဆက်ဖြစ်မလဲ?,သက်ဆိုင်ရာ ရွေးကောက်ပွဲကော်မရှင်အဖွဲ့ခွဲသည် ပုံစံ(၂၀) တင်သွင်းသည့်ရက်၊ ပုံစံ(၂၀) တင်သွင်းရမည့် နောက်ဆုံးနေ့ရက်အတွင်း တင်သွင်းခြင်းရှိ/မရှိနှင့် သတ်မှတ်ထားသော နည်းလမ်းများအတိုင်း တင်သွင်းခြင်းရှိ /မရှိ တို့ကို မှတ်တမ်းတင်ထားရမည်။,,,2017ByElection
CampaignFinance,207,Open-ended,ကိုယ်စားလှယ်လောင်းသည် ပုံစံ (၂၀)ကိုတင်သွင်းခြင်းမပြုလျှင် မည်ကဲ့သို့ဖြစ်ပါမည်လဲ?,"ပုံစံ (၂၀) တင်သွင်းရမည့် နောက်ဆုံးနေ့ရက် ကုန်ဆုံးပြီးနောက် တင်သွင်းရန်ပျက်ကွက်သော ကိုယ်စား လှယ်လောင်း များစာရင်းကို သက်ဆိုင်ရာကော်မရှင်အဖွဲ့ခွဲသည် ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင်သို့(၇) ရက်အတွင်းအစီရင်ခံတင်ပြရမည်ဖြစ်သည်။ ဤအစီရင်ခံစာတွင် ရွေးကောက်ပွဲတွင် ဝင်ရောက်ယှဉ်ပြိုင်သော ကိုယ်စားလှယ်များ၏ အမည်စာရင်း၊ ပုံစံ(၂၀) တင်သွင်းသော ကိုယ်စားလှယ်လောင်းများ၏ အမည်စာရင်းနှင့် ပုံစံ(၂၀)တင်သွင်းရန်ပျက်ကွက်သောကိုယ်စားလှယ်လောင်းများ၏ အမည်စာရင်း၊ ပုံစံများကိုတင်သွင်းခဲ့သည့် နေ့စွဲနှင့်အချိန်အပါအဝင် ထိုပုံစံများကို သတ်မှတ်ထားသည့်အတိုင်း တင်သွင်းခဲ့ခြင်းရှိမရှိတို့ ပါဝင်ရမည် ဖြစ်ပါသည်။ 
အရည်အချင်းပျက်ယွင်းမှုရှိမရှိ ဆုံးဖြတ်ချက်ချရန်  ပြည်ထောင်စုရွေးကောက်ပွဲကော်မရှင်မှ ခုံရုံးအဖွဲ့တစ်ခု ဖွဲ့စည်းရမည်ဖြစ်ပါသည်။ ကိုယ်စားလှယ်လောင်းသည် မမှန်ကန်သော၊ ပြည့်စုံမှုမရှိသောတင်ပြချက်များကို ရည်ရွယ်ချက်ရှိရှိပြုလုပ်ခဲ့ကြောင်း တွေ့ရှိရပါက ထိုကိုယ်စားလှယ်လောင်းအား အရည်အချင်းပျက်ယွင်းသည်ဟု ဆုံးဖြတ်မည် ဖြစ်ပါသည်။ အရည်အချင်းပျက်ယွင်းသည်ဟု သတ်မှတ်ခြင်းခံရသောကိုယ်စားလှယ်လောင်းအား လက်ရှိလွှတ်တော် သက်တမ်းကာလဖြစ်သည့် ၅ နှစ်အတွင်းကျင်းပမည့်ရွေးကောက်ပွဲများ (ကြားဖြတ်) တွင် ဝင်ရောက် ယှဉ်ပြိုင်ခွင့် မပြုပါ။",,,2017ByElection
CampaignFinance,208,Open-ended,ကိုယ်စားလှယ်လောင်းတစ်ဦးသည် အရည်အချင်းပျက်ယွင်းသည်ဟု သက်ဆိုင်ရာ ရွေးကောက်ပွဲကော်မရှင် အဖွဲ့ခွဲက သတ်မှတ်ကြောင်းကို အဆိုပါ ကိုယ်စားလှယ်လောင်းအနေဖြင့်မည်ကဲ့သို့ သိရှိနိုင်သလဲ?,သက်ဆိုင်ရာရွေးကောက်ပွဲကော်မရှင်အဖွဲ့ခွဲသည် ပုံစံ (၂၀) တင်သွင်းရန်ပျက်ကွက်၍ အရည်အချင်း ပျက်ယွင်း သည်ဟုမှတ်ချက်ပြုခြင်း ခံရသည့် ကိုယ်စားလှယ်လောင်းများနှင့်၎င်းတို့၏ရွေးကောက်ပွဲကိုယ်စားလှယ်များ၏ အမည်စာရင်းပါရှိသည့် ကြော်ငြာစာကို အများပြည်သူကြည့်ရှုနိုင်သည့် နေရာတွင် ကပ်ထားရပါမည်။ ဤအစီရင်ခံစာတွင် ရွေးကောက်ပွဲတွင် ဝင်ရောက်ယှဉ်ပြိုင်သောကိုယ်စားလှယ်လောင်းများ၏ အမည်စာရင်း၊ ပုံစံ(၂၀)တင်သွင်းသောကိုယ်စားလှယ်လောင်းများ၏ အမည်စာရင်းနှင့် ပုံစံ (၂၀) တင်သွင်းရန် ပျက်ကွက်သော ကိုယ်စားလှယ်လောင်းများ အမည်စာရင်း၊ ပုံစံများကိုတင်သွင်းခဲ့သည့် နေ့စွဲနှင့်အချိန်အပါအဝင်ထိုပုံစံများကို သတ်မှတ်ထားသည့်အတိုင်းတင်သွင်းခဲ့ခြင်းရှိမရှိတို့ပါဝင်ရမည်ဖြစ်ပါသည်။,,,2017ByElection
